STEP 0; EVENT Error; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 0 resources out of10
STEP 683; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of2
STEP 684; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of2
STEP 685; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 6 }. Found 2 resources out of2
STEP 686; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of2
STEP 687; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of2
STEP 688; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 689; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of2
STEP 690; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 5 }. Found 2 resources out of2
STEP 691; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 692; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of2
STEP 693; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of2
STEP 694; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 695; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 696; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 697; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 698; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of2
STEP 699; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 700; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 701; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 702; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 703; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 704; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 705; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of2
STEP 706; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of2
STEP 707; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 708; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of2
STEP 709; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 710; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of2
STEP 711; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of2
STEP 712; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 713; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 4 }. Found 2 resources out of2
STEP 714; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 1 }. Found 2 resources out of2
STEP 715; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 716; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 717; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of2
STEP 718; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 719; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 720; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of2
STEP 721; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 722; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 723; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of2
STEP 724; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of2
STEP 725; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of2
STEP 726; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 727; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 728; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 2 }. Found 2 resources out of2
STEP 729; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 1 }. Found 2 resources out of2
STEP 730; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 731; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of2
STEP 732; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of2
STEP 733; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 734; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 735; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 736; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 737; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of2
STEP 738; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of2
STEP 739; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of2
STEP 740; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of2
STEP 741; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 742; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of2
STEP 743; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of2
STEP 744; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 745; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of2
STEP 746; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of2
STEP 747; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 748; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of2
STEP 749; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 750; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 751; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of2
STEP 752; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of2
STEP 753; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 754; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of2
STEP 755; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 756; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of2
STEP 757; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of2
STEP 758; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 759; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 3 }. Found 2 resources out of2
STEP 760; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of2
STEP 761; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of2
STEP 762; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 763; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 764; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of2
STEP 765; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 5 }. Found 2 resources out of2
STEP 766; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 767; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 4 }. Found 2 resources out of2
STEP 768; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of2
STEP 769; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 770; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 771; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 772; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 773; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of2
STEP 774; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 775; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of2
STEP 776; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 777; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 778; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of2
STEP 779; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of2
STEP 780; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 0 }. Found 2 resources out of2
STEP 781; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of2
STEP 782; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 783; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of2
STEP 784; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of2
STEP 785; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 4 }. Found 2 resources out of2
STEP 786; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 787; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 0 }. Found 2 resources out of2
STEP 788; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 789; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of2
STEP 790; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 791; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 792; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of2
STEP 793; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 794; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of2
STEP 795; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 796; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 5 }. Found 2 resources out of2
STEP 797; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 798; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 2 }. Found 2 resources out of2
STEP 799; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of2
STEP 800; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 801; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 4 }. Found 2 resources out of2
STEP 802; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 803; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 804; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of2
STEP 805; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of2
STEP 806; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of2
STEP 807; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 808; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 809; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 810; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 811; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of2
STEP 812; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 813; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 814; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of2
STEP 815; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 816; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 7 }. Found 2 resources out of2
STEP 817; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 5 }. Found 2 resources out of2
STEP 818; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 819; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of2
STEP 820; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 821; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 822; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 1 }. Found 2 resources out of2
STEP 823; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 824; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 825; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 826; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 2 }. Found 2 resources out of2
STEP 827; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of2
STEP 828; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 829; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 6 }. Found 2 resources out of2
STEP 830; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 831; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 832; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 833; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 834; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 835; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 836; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 837; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 7 }. Found 2 resources out of2
STEP 838; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 839; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of2
STEP 840; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 841; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 842; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 843; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 5 }. Found 2 resources out of2
STEP 844; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 2 }. Found 2 resources out of2
STEP 845; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 7 }. Found 2 resources out of2
STEP 846; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 847; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of2
STEP 848; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 0 }. Found 2 resources out of2
STEP 849; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 3 }. Found 2 resources out of2
STEP 850; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 851; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 852; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 853; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 854; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 3 }. Found 2 resources out of2
STEP 855; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 0 }. Found 2 resources out of2
STEP 856; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of2
STEP 857; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 858; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 859; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 860; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 5 }. Found 2 resources out of2
STEP 861; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 862; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 6 }. Found 2 resources out of2
STEP 863; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 864; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 0 }. Found 2 resources out of2
STEP 865; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 5 }. Found 2 resources out of2
STEP 866; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of2
STEP 867; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 6 }. Found 2 resources out of2
STEP 868; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 1 }. Found 2 resources out of2
STEP 869; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 870; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 7 }. Found 2 resources out of2
STEP 871; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 872; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of2
STEP 873; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 874; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 6 }. Found 2 resources out of2
STEP 875; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 2 }. Found 2 resources out of2
STEP 876; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 3 }. Found 2 resources out of2
STEP 877; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 878; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 7 }. Found 2 resources out of2
STEP 879; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of2
STEP 880; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 7 }. Found 2 resources out of2
STEP 881; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 4 }. Found 2 resources out of2
STEP 882; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 883; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 884; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 6 }. Found 2 resources out of2
STEP 885; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 886; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 887; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 888; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 1 }. Found 2 resources out of2
STEP 889; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 2 }. Found 2 resources out of2
STEP 890; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
STEP 891; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 892; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 893; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 0 }. Found 2 resources out of2
STEP 894; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 895; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 6 }. Found 2 resources out of2
STEP 896; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 3 }. Found 2 resources out of2
STEP 897; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 898; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 4 }. Found 2 resources out of2
STEP 899; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 7 }. Found 2 resources out of2
STEP 900; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 4 }. Found 2 resources out of2
STEP 901; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 1 }. Found 2 resources out of2
STEP 902; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 1 }. Found 2 resources out of2
STEP 903; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 2 }. Found 2 resources out of2
STEP 904; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 3, Y = 0 }. Found 2 resources out of2
STEP 905; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 3 }. Found 2 resources out of2
STEP 906; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 0, Y = 3 }. Found 2 resources out of2
STEP 907; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 4, Y = 2 }. Found 2 resources out of2
STEP 908; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 7, Y = 4 }. Found 2 resources out of2
STEP 909; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 6 }. Found 2 resources out of2
STEP 910; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 6, Y = 7 }. Found 2 resources out of2
STEP 911; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 1 }. Found 2 resources out of2
STEP 912; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 5, Y = 0 }. Found 2 resources out of2
STEP 913; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 2, Y = 5 }. Found 2 resources out of2
STEP 914; EVENT Colonizable; UNIT rover - 1; POSITION Coordinate { X = 1, Y = 3 }. Found 2 resources out of2
